flight_id,date,origin,dest,distance_nm,aircraft_type,takeoff_weight_klbs,headwind_kt,month,day_of_week,actual_trip_fuel_kg
FL004101,2024-01-29,SFO,SEA,680,A321,137.3,-10.6,1,0,5927.0
FL005993,2024-01-29,ORD,DFW,720,B789,335.6,12.5,1,0,11737.0
FL006334,2024-01-29,JFK,LAX,2145,A320,129.2,27.0,1,0,19297.0
FL007736,2024-01-29,BOS,ORD,720,A321,133.4,10.5,1,0,6507.0
FL000404,2024-01-29,SFO,SEA,680,B738,118.7,2.1,1,0,5816.0
FL013041,2024-01-30,ORD,DFW,720,A321,139.8,-8.8,1,1,6150.0
FL009291,2024-01-30,SFO,SEA,680,B789,342.5,-32.2,1,1,9468.0
FL005871,2024-01-30,DFW,DEN,560,A321,128.7,30.7,1,1,5084.0
FL003901,2024-01-30,ATL,MIA,595,B737,120.5,33.1,1,1,5040.0
FL006722,2024-01-30,BOS,ORD,720,B737,125.0,4.6,1,1,6438.0
FL004018,2024-01-30,SFO,SEA,680,B789,334.0,36.9,1,1,10147.0
FL014887,2024-01-30,SEA,DEN,890,B737,120.3,-25.3,1,1,6728.0
FL001298,2024-01-30,ORD,DFW,720,B789,305.2,-0.8,1,1,11560.0
FL012722,2024-01-30,SFO,SEA,680,B738,135.7,-1.2,1,1,6625.0
FL012199,2024-01-30,DFW,DEN,560,B789,337.6,19.3,1,1,8760.0
FL002795,2024-01-30,JFK,MIA,1090,B789,323.1,29.3,1,1,16633.0
FL014092,2024-01-30,ORD,DFW,720,A321,144.2,19.9,1,1,6635.0
FL009091,2024-01-30,BOS,ORD,720,A321,143.9,4.5,1,1,6631.0
FL006359,2024-01-30,SFO,SEA,680,B789,320.2,14.2,1,1,10628.0
FL010780,2024-01-30,ATL,MIA,595,A320,124.3,9.1,1,1,5048.0
FL013534,2024-01-30,SEA,DEN,890,B789,340.5,-7.6,1,1,12927.0
FL000058,2024-01-30,ATL,MIA,595,A320,114.1,12.2,1,1,4923.0
FL014471,2024-01-30,ORD,DFW,720,A320,129.0,7.4,1,1,6244.0
FL013951,2024-01-30,DFW,DEN,560,B738,138.0,20.0,1,1,5110.0
FL012215,2024-01-30,ATL,MIA,595,B738,129.4,-7.1,1,1,5012.0
FL007655,2024-01-30,JFK,MIA,1090,A321,125.5,30.2,1,1,10169.0
FL012133,2024-01-31,SEA,DEN,890,A320,118.4,14.9,1,2,7668.0
FL006598,2024-01-31,DFW,DEN,560,A321,138.9,-7.7,1,2,5353.0
FL007278,2024-01-31,SFO,SEA,680,B789,309.3,12.4,1,2,10404.0
FL007392,2024-01-31,ATL,MIA,595,A321,132.8,4.8,1,2,5587.0
FL003745,2024-01-31,BOS,ORD,720,A321,130.1,7.2,1,2,6265.0
FL010581,2024-01-31,DFW,DEN,560,B737,122.2,7.5,1,2,4781.0
FL005675,2024-01-31,ORD,DFW,720,B789,299.4,-2.5,1,2,12029.0
FL003347,2024-01-31,JFK,LHR,3020,B737,118.6,26.1,1,2,26897.0
FL008059,2024-01-31,SEA,DEN,890,B738,118.9,21.9,1,2,7663.0
FL003857,2024-01-31,SFO,SEA,680,B737,115.4,5.2,1,2,5744.0
FL003705,2024-01-31,JFK,LHR,3020,B738,119.2,8.0,1,2,26496.0
FL002130,2024-01-31,JFK,LHR,3020,B737,112.6,37.3,1,2,27725.0
FL003899,2024-01-31,SEA,DEN,890,A321,126.1,25.8,1,2,8595.0
FL004196,2024-01-31,JFK,LAX,2145,B737,122.2,18.2,1,2,18746.0
FL010143,2024-01-31,JFK,LAX,2145,A320,120.4,-4.3,1,2,16471.0
FL014847,2024-01-31,JFK,LAX,2145,B789,321.6,5.9,1,2,33889.0
FL001164,2024-01-31,LAX,SFO,300,B737,126.0,6.3,1,2,2519.0
FL013828,2024-01-31,DFW,DEN,560,B737,130.1,4.2,1,2,4678.0
FL010417,2024-01-31,SFO,SEA,680,A320,114.9,1.9,1,2,5637.0
FL002759,2024-01-31,ATL,MIA,595,A320,130.1,-5.8,1,2,4948.0
FL005439,2024-02-01,ORD,DFW,720,A321,126.9,-1.8,2,3,6295.0
FL012206,2024-02-01,JFK,MIA,1090,A321,128.7,0.9,2,3,9618.0
FL010146,2024-02-01,JFK,LHR,3020,B737,115.3,18.8,2,3,26212.0
FL001642,2024-02-01,SFO,SEA,680,B738,131.2,-9.1,2,3,5598.0
FL009643,2024-02-01,BOS,ORD,720,B738,129.1,9.2,2,3,6211.0
FL009453,2024-02-01,JFK,LHR,3020,A320,128.9,45.9,2,3,26734.0
FL012813,2024-02-01,BOS,ORD,720,B738,123.7,-0.9,2,3,6540.0
FL003023,2024-02-01,BOS,ORD,720,B789,325.9,9.3,2,3,12093.0
FL001612,2024-02-01,JFK,MIA,1090,B738,140.3,15.8,2,3,9536.0
FL009724,2024-02-01,JFK,LAX,2145,B738,129.0,31.3,2,3,18765.0
FL008453,2024-02-01,ATL,MIA,595,A321,123.4,25.1,2,3,5403.0
FL008501,2024-02-01,BOS,ORD,720,A320,116.7,40.3,2,3,6288.0
FL000580,2024-02-01,JFK,MIA,1090,B789,322.4,-6.7,2,3,15639.0
FL003854,2024-02-01,JFK,LHR,3020,A320,115.9,5.7,2,3,26396.0
FL011595,2024-02-01,BOS,ORD,720,B737,115.8,10.0,2,3,6441.0
FL014246,2024-02-01,DFW,DEN,560,B789,300.9,28.6,2,3,8474.0
FL012715,2024-02-02,JFK,LHR,3020,B789,323.3,7.4,2,4,42342.0
FL001236,2024-02-02,ORD,DFW,720,A321,136.1,4.3,2,4,6358.0
FL007274,2024-02-02,SEA,DEN,890,B789,336.5,-2.3,2,4,13479.0
FL001331,2024-02-02,JFK,LAX,2145,A320,130.0,37.2,2,4,19296.0
FL005894,2024-02-02,JFK,LAX,2145,B789,299.2,11.5,2,4,33520.0
FL006416,2024-02-02,JFK,LAX,2145,B737,126.9,3.7,2,4,18748.0
FL003810,2024-02-02,ATL,MIA,595,A321,141.3,13.4,2,4,5462.0
FL002618,2024-02-02,SFO,SEA,680,B737,112.7,9.2,2,4,5808.0
FL011949,2024-02-02,SEA,DEN,890,B737,115.8,-7.7,2,4,7075.0
FL012491,2024-02-02,LAX,SFO,300,A320,132.5,28.0,2,4,2556.0
FL010319,2024-02-02,BOS,ORD,720,A320,119.7,0.1,2,4,5656.0
FL000567,2024-02-02,JFK,LAX,2145,A321,136.3,4.1,2,4,20516.0
FL000304,2024-02-02,ORD,DFW,720,B738,138.8,3.4,2,4,6376.0
FL006260,2024-02-02,LAX,SFO,300,A320,129.4,-1.2,2,4,2534.0
FL000626,2024-02-02,SFO,SEA,680,B737,117.2,-3.9,2,4,5714.0
FL007544,2024-02-02,ORD,DFW,720,B789,316.9,5.0,2,4,10071.0
FL001720,2024-02-02,JFK,MIA,1090,B737,123.6,2.5,2,4,9495.0
FL011431,2024-02-02,SFO,SEA,680,A320,127.6,2.6,2,4,5593.0
FL004371,2024-02-02,SFO,SEA,680,A321,139.3,16.6,2,4,6108.0
FL002737,2024-02-02,DFW,DEN,560,B789,317.6,-5.3,2,4,8362.0
FL002302,2024-02-03,JFK,LHR,3020,A320,118.0,-9.0,2,5,23856.0
FL010752,2024-02-03,BOS,ORD,720,B738,131.9,-26.0,2,5,5528.0
FL010161,2024-02-03,BOS,ORD,720,A321,124.3,-20.3,2,5,6615.0
FL004173,2024-02-03,JFK,LAX,2145,B789,322.8,-32.9,2,5,31274.0
FL003675,2024-02-03,BOS,ORD,720,B737,114.3,15.4,2,5,6133.0
FL014241,2024-02-03,BOS,ORD,720,A321,126.4,24.3,2,5,7139.0
FL007077,2024-02-03,SFO,SEA,680,A321,130.7,-26.3,2,5,5774.0
FL011907,2024-02-03,LAX,SFO,300,B737,127.4,7.8,2,5,2632.0
FL010242,2024-02-03,SEA,DEN,890,A321,124.7,6.3,2,5,7680.0
FL000729,2024-02-03,BOS,ORD,720,B737,124.9,21.3,2,5,6560.0
FL011676,2024-02-03,SEA,DEN,890,A320,118.2,12.6,2,5,7214.0
FL008507,2024-02-03,JFK,LHR,3020,A320,113.2,-18.4,2,5,22197.0
FL011363,2024-02-03,SEA,DEN,890,B737,117.5,-6.0,2,5,7551.0
FL011774,2024-02-03,JFK,LAX,2145,B738,130.8,37.9,2,5,19782.0
FL010393,2024-02-03,JFK,LHR,3020,B738,126.1,26.2,2,5,26864.0
FL008532,2024-02-03,JFK,LAX,2145,B789,341.4,23.9,2,5,35814.0
FL000006,2024-02-03,ATL,MIA,595,A320,126.7,46.5,2,5,5401.0
FL006945,2024-02-03,JFK,LAX,2145,A321,125.0,-0.2,2,5,18932.0
FL013235,2024-02-03,JFK,LHR,3020,A320,130.7,7.9,2,5,25681.0
FL003782,2024-02-03,ORD,DFW,720,B738,122.9,-16.4,2,5,5850.0
FL006602,2024-02-03,BOS,ORD,720,B737,114.1,41.4,2,5,6180.0
FL009586,2024-02-03,ORD,DFW,720,B737,131.3,-5.1,2,5,6036.0
FL003823,2024-02-03,DFW,DEN,560,A321,130.0,20.0,2,5,5185.0
FL004184,2024-02-04,SFO,SEA,680,A321,132.3,0.4,2,6,5870.0
FL001342,2024-02-04,DFW,DEN,560,A320,129.7,0.6,2,6,4358.0
FL009078,2024-02-04,ORD,DFW,720,B789,334.1,6.0,2,6,10381.0
FL005006,2024-02-04,ORD,DFW,720,B789,314.4,12.3,2,6,11916.0
FL002418,2024-02-04,SFO,SEA,680,B789,331.2,-9.6,2,6,10203.0
FL003316,2024-02-04,DFW,DEN,560,A321,129.5,11.8,2,6,5326.0
FL009050,2024-02-04,JFK,MIA,1090,A321,131.6,19.0,2,6,9996.0
FL008699,2024-02-04,BOS,ORD,720,B737,127.8,-8.9,2,6,5926.0
FL001491,2024-02-04,SEA,DEN,890,A320,120.1,-11.5,2,6,7054.0
FL007945,2024-02-04,JFK,MIA,1090,B738,123.8,1.7,2,6,9280.0
FL006562,2024-02-04,JFK,LHR,3020,A321,138.6,-4.1,2,6,25694.0
FL002341,2024-02-04,LAX,SFO,300,B789,312.9,17.7,2,6,4583.0
FL010769,2024-02-04,JFK,LAX,2145,B738,130.2,34.4,2,6,20296.0
FL004894,2024-02-04,DFW,DEN,560,B737,115.5,33.6,2,6,5132.0
FL013784,2024-02-04,SEA,DEN,890,A321,124.4,11.8,2,6,7813.0
FL014969,2024-02-04,JFK,LHR,3020,B789,326.0,-14.7,2,6,44850.0
FL013659,2024-02-04,LAX,SFO,300,A320,121.9,29.1,2,6,2698.0
FL010092,2024-02-04,JFK,MIA,1090,B789,302.6,-18.5,2,6,16365.0
FL003224,2024-02-04,JFK,MIA,1090,A321,132.9,14.3,2,6,9973.0
FL011229,2024-02-04,JFK,LHR,3020,B737,126.1,7.1,2,6,23935.0
FL006495,2024-02-04,BOS,ORD,720,B738,133.0,-22.0,2,6,5984.0
FL005868,2024-02-04,ATL,MIA,595,B737,121.1,13.7,2,6,4898.0
FL002189,2024-02-05,JFK,LAX,2145,A320,113.1,32.2,2,0,18267.0
FL008037,2024-02-05,LAX,SFO,300,A320,127.1,22.0,2,0,2470.0
FL005331,2024-02-05,DFW,DEN,560,B737,118.5,-28.0,2,0,4012.0
FL013863,2024-02-05,SFO,SEA,680,B738,138.2,-6.8,2,0,5537.0
FL008471,2024-02-05,JFK,MIA,1090,A321,139.1,-2.6,2,0,9279.0
FL000172,2024-02-05,JFK,LHR,3020,A321,135.8,30.5,2,0,29394.0
FL002732,2024-02-05,SEA,DEN,890,B789,299.1,9.9,2,0,13470.0
FL004195,2024-02-05,BOS,ORD,720,B738,119.3,-10.5,2,0,6125.0
FL008035,2024-02-05,ATL,MIA,595,B789,330.0,5.9,2,0,9449.0
FL009907,2024-02-05,JFK,MIA,1090,A320,122.9,21.0,2,0,9543.0
FL001623,2024-02-05,ORD,DFW,720,A321,125.4,-10.2,2,0,6472.0
FL011107,2024-02-05,SFO,SEA,680,A320,130.2,3.5,2,0,5523.0
FL003435,2024-02-05,ATL,MIA,595,B738,128.4,-5.2,2,0,5085.0
FL000420,2024-02-05,JFK,LHR,3020,A320,131.1,1.3,2,0,24821.0
FL008357,2024-02-05,JFK,LHR,3020,A321,130.1,-33.1,2,0,26036.0
FL000635,2024-02-05,JFK,LHR,3020,B737,116.7,13.4,2,0,26421.0
FL002267,2024-02-05,SEA,DEN,890,B789,338.1,-9.8,2,0,13334.0
FL007585,2024-02-05,JFK,LHR,3020,A321,122.1,16.4,2,0,26416.0
FL009667,2024-02-05,SFO,SEA,680,B737,121.6,15.3,2,0,6022.0
FL011824,2024-02-05,ORD,DFW,720,B789,304.4,23.0,2,0,11204.0
FL006573,2024-02-05,BOS,ORD,720,B737,126.3,2.9,2,0,6487.0
FL008069,2024-02-05,ORD,DFW,720,A320,125.7,8.3,2,0,5999.0
FL012922,2024-02-06,SEA,DEN,890,A321,136.1,-8.4,2,1,7745.0
FL010710,2024-02-06,SEA,DEN,890,A321,141.6,4.9,2,1,8218.0
FL001771,2024-02-06,SEA,DEN,890,A321,137.9,11.1,2,1,8163.0
FL009321,2024-02-06,JFK,LAX,2145,A321,125.6,2.1,2,1,19857.0
FL003502,2024-02-06,ORD,DFW,720,B738,119.8,-20.2,2,1,5701.0
FL009935,2024-02-06,JFK,MIA,1090,A321,124.9,1.7,2,1,9912.0
FL012970,2024-02-06,SFO,SEA,680,A321,127.5,-8.1,2,1,5826.0
FL001867,2024-02-06,JFK,MIA,1090,B738,135.8,1.3,2,1,9293.0
FL006323,2024-02-06,ATL,MIA,595,B738,118.7,-12.2,2,1,5382.0
FL002377,2024-02-06,JFK,LHR,3020,B737,124.3,2.1,2,1,24075.0
FL004880,2024-02-06,JFK,LHR,3020,B738,134.0,-1.9,2,1,25830.0
FL014872,2024-02-06,DFW,DEN,560,B738,120.1,-3.9,2,1,4451.0
FL008531,2024-02-06,ATL,MIA,595,A320,117.4,19.4,2,1,5074.0
FL010470,2024-02-06,ATL,MIA,595,B738,140.6,-3.7,2,1,5024.0
FL006380,2024-02-07,BOS,ORD,720,B737,127.1,-14.2,2,2,5359.0
FL008511,2024-02-07,SFO,SEA,680,B789,315.6,-25.7,2,2,9886.0
FL008299,2024-02-07,JFK,MIA,1090,A321,125.8,36.9,2,2,10508.0
FL012863,2024-02-07,SEA,DEN,890,B789,335.1,14.6,2,2,13833.0
FL000263,2024-02-07,LAX,SFO,300,B738,137.1,40.4,2,2,2816.0
FL006253,2024-02-07,ATL,MIA,595,A321,132.6,-2.8,2,2,5848.0
FL002845,2024-02-07,LAX,SFO,300,B737,124.0,41.6,2,2,2690.0
FL007441,2024-02-07,SEA,DEN,890,B738,138.6,2.8,2,2,7617.0
FL011675,2024-02-07,JFK,MIA,1090,B789,302.4,-15.0,2,2,16500.0
FL003372,2024-02-07,JFK,LAX,2145,B789,308.4,-6.2,2,2,31246.0
FL009547,2024-02-07,LAX,SFO,300,A321,142.7,-19.7,2,2,2688.0
FL006326,2024-02-07,DFW,DEN,560,B737,125.7,-19.1,2,2,4306.0
FL002366,2024-02-07,SEA,DEN,890,B738,132.8,27.7,2,2,8569.0
FL014650,2024-02-07,SFO,SEA,680,B738,119.9,16.5,2,2,6432.0
FL010795,2024-02-08,ATL,MIA,595,B789,336.2,-2.9,2,3,8924.0
FL001695,2024-02-08,JFK,LHR,3020,B789,327.9,22.2,2,3,46328.0
FL014247,2024-02-08,SEA,DEN,890,B738,136.2,35.0,2,3,7845.0
FL013086,2024-02-08,ORD,DFW,720,B738,134.8,27.0,2,3,6743.0
FL006196,2024-02-08,ATL,MIA,595,A320,121.4,23.8,2,3,5256.0
FL014445,2024-02-08,SEA,DEN,890,A321,136.0,10.5,2,3,8718.0
FL002650,2024-02-08,LAX,SFO,300,B789,301.4,-9.8,2,3,4370.0
FL000602,2024-02-08,JFK,LAX,2145,A321,132.6,3.7,2,3,19406.0
FL008890,2024-02-08,JFK,LHR,3020,A320,113.4,5.7,2,3,23514.0
FL012941,2024-02-08,BOS,ORD,720,A321,136.5,19.5,2,3,7148.0
FL004688,2024-02-08,BOS,ORD,720,B737,117.9,-4.8,2,3,6108.0
FL000765,2024-02-08,ATL,MIA,595,A321,131.9,-25.4,2,3,4893.0
FL000133,2024-02-08,JFK,MIA,1090,B738,133.0,37.0,2,3,9700.0
FL014362,2024-02-09,SEA,DEN,890,B737,112.8,-29.4,2,4,6846.0
FL005026,2024-02-09,JFK,LHR,3020,B789,314.2,25.8,2,4,43860.0
FL002204,2024-02-09,SEA,DEN,890,B738,124.1,26.1,2,4,8302.0
FL014197,2024-02-09,ATL,MIA,595,B738,132.1,-5.4,2,4,5287.0
FL008844,2024-02-09,SEA,DEN,890,B737,119.3,19.6,2,4,7721.0
FL006276,2024-02-09,JFK,LAX,2145,A321,142.1,10.4,2,4,20499.0
FL005304,2024-02-09,ORD,DFW,720,B789,336.2,13.6,2,4,10863.0
FL008006,2024-02-09,LAX,SFO,300,A320,123.7,-15.2,2,4,2370.0
FL011307,2024-02-09,LAX,SFO,300,A321,126.6,4.1,2,4,2599.0
FL007119,2024-02-09,JFK,LHR,3020,A321,143.5,44.1,2,4,28839.0
FL014525,2024-02-09,ORD,DFW,720,A321,123.6,7.5,2,4,6213.0
FL001669,2024-02-09,ORD,DFW,720,B737,119.9,11.3,2,4,6551.0
FL000395,2024-02-09,SEA,DEN,890,A321,136.3,48.8,2,4,8516.0
FL010514,2024-02-09,JFK,LHR,3020,A320,127.7,-16.4,2,4,23473.0
FL001127,2024-02-09,BOS,ORD,720,A321,134.7,12.2,2,4,6201.0
FL014083,2024-02-09,SEA,DEN,890,B738,118.8,38.4,2,4,8074.0
FL006080,2024-02-09,JFK,MIA,1090,B737,129.1,-7.5,2,4,7939.0
FL006204,2024-02-10,JFK,LAX,2145,A320,113.6,0.1,2,5,17095.0
FL004012,2024-02-10,JFK,LAX,2145,A321,134.2,27.9,2,5,20898.0
FL001495,2024-02-10,SFO,SEA,680,A320,128.5,-1.6,2,5,5418.0
FL012882,2024-02-10,ATL,MIA,595,A320,129.0,-1.1,2,5,4778.0
FL009929,2024-02-10,DFW,DEN,560,A320,121.2,14.0,2,5,4840.0
FL000137,2024-02-10,SEA,DEN,890,A321,140.4,17.7,2,5,8542.0
FL005805,2024-02-10,JFK,MIA,1090,A321,139.9,4.1,2,5,9833.0
FL001163,2024-02-10,SFO,SEA,680,B738,125.1,-26.0,2,5,5205.0
FL002411,2024-02-10,DFW,DEN,560,B738,129.3,25.9,2,5,5353.0
FL014367,2024-02-10,SEA,DEN,890,A320,129.3,17.7,2,5,7158.0
FL013906,2024-02-10,BOS,ORD,720,A320,132.0,-25.0,2,5,5514.0
FL007489,2024-02-10,SFO,SEA,680,A320,117.2,-12.3,2,5,5640.0
FL008930,2024-02-10,ORD,DFW,720,A321,139.4,-1.0,2,5,6422.0
FL003674,2024-02-10,ATL,MIA,595,B738,121.8,-10.4,2,5,4756.0
FL002077,2024-02-10,ORD,DFW,720,A320,118.6,7.4,2,5,6068.0
FL012724,2024-02-10,SFO,SEA,680,A321,141.5,13.1,2,5,6316.0
FL003683,2024-02-10,BOS,ORD,720,B737,116.2,3.1,2,5,6307.0
FL004821,2024-02-10,JFK,MIA,1090,B737,124.6,14.2,2,5,9525.0
FL013763,2024-02-10,SFO,SEA,680,A320,129.7,23.7,2,5,5935.0
FL000940,2024-02-10,ATL,MIA,595,B789,333.1,-5.4,2,5,8558.0
FL008302,2024-02-10,JFK,LHR,3020,A320,124.4,-31.5,2,5,22499.0
FL007118,2024-02-10,ORD,DFW,720,B737,120.1,-16.9,2,5,5770.0
FL010702,2024-02-10,LAX,SFO,300,B738,121.6,21.0,2,5,2767.0
FL008567,2024-02-10,LAX,SFO,300,B738,125.6,-5.6,2,5,2481.0
FL004170,2024-02-10,LAX,SFO,300,A320,115.4,-8.0,2,5,2445.0
FL007195,2024-02-10,SFO,SEA,680,B789,331.0,12.8,2,5,10568.0
FL008912,2024-02-10,SEA,DEN,890,A321,133.2,-9.1,2,5,8160.0
FL014514,2024-02-10,JFK,MIA,1090,B737,116.1,-8.9,2,5,8728.0
FL011412,2024-02-10,JFK,LHR,3020,B789,312.9,7.8,2,5,44508.0
FL002679,2024-02-10,LAX,SFO,300,A321,143.9,29.1,2,5,2803.0
FL008910,2024-02-10,JFK,LAX,2145,A321,137.0,16.9,2,5,19774.0
FL012993,2024-02-10,DFW,DEN,560,A321,136.4,4.3,2,5,5058.0
FL010132,2024-02-10,DFW,DEN,560,A320,122.7,-5.3,2,5,4582.0
FL003880,2024-02-11,DFW,DEN,560,B738,137.5,26.7,2,6,4731.0
FL014038,2024-02-11,JFK,MIA,1090,B738,140.1,50.7,2,6,11254.0
FL012504,2024-02-11,ORD,DFW,720,A320,118.8,24.4,2,6,6426.0
FL000402,2024-02-11,SFO,SEA,680,B737,132.2,-20.7,2,6,5436.0
FL001973,2024-02-11,LAX,SFO,300,B737,119.7,-0.6,2,6,2516.0
FL008929,2024-02-11,SEA,DEN,890,A321,140.4,34.1,2,6,8350.0
FL012561,2024-02-11,JFK,LHR,3020,B738,140.3,26.0,2,6,28094.0
FL003867,2024-02-11,JFK,LHR,3020,B737,131.1,29.0,2,6,27390.0
FL009734,2024-02-11,BOS,ORD,720,B737,129.2,-9.0,2,6,5772.0
FL006368,2024-02-11,JFK,LHR,3020,A320,124.9,-5.6,2,6,22908.0
FL013441,2024-02-11,ORD,DFW,720,A320,126.3,-19.4,2,6,5534.0
FL010567,2024-02-11,LAX,SFO,300,B789,302.2,10.8,2,6,5006.0
FL003750,2024-02-11,ORD,DFW,720,A321,143.3,13.0,2,6,6927.0
FL013098,2024-02-11,ATL,MIA,595,B737,120.9,-29.5,2,6,4358.0
FL002321,2024-02-11,ORD,DFW,720,A320,123.7,-1.5,2,6,5784.0
FL003037,2024-02-11,LAX,SFO,300,A320,124.9,4.5,2,6,2570.0
FL005221,2024-02-11,SEA,DEN,890,B789,301.8,2.0,2,6,13581.0
FL014380,2024-02-11,JFK,MIA,1090,B738,132.8,24.1,2,6,9893.0
FL013197,2024-02-11,ORD,DFW,720,B738,130.9,30.2,2,6,6554.0
FL006935,2024-02-11,SFO,SEA,680,A321,130.5,-8.0,2,6,6197.0
FL002217,2024-02-11,SFO,SEA,680,A321,126.0,21.4,2,6,6719.0
FL014554,2024-02-12,JFK,MIA,1090,A320,130.2,30.4,2,0,9441.0
FL012209,2024-02-12,JFK,MIA,1090,B738,135.6,-13.8,2,0,9183.0
FL006823,2024-02-12,SEA,DEN,890,A321,122.3,2.8,2,0,8773.0
FL003219,2024-02-12,JFK,MIA,1090,B737,118.7,6.9,2,0,9316.0
FL012506,2024-02-12,JFK,LAX,2145,A320,114.2,-23.7,2,0,16391.0
FL012230,2024-02-12,SEA,DEN,890,A320,125.2,5.1,2,0,7597.0
FL005379,2024-02-12,LAX,SFO,300,B737,125.6,-2.0,2,0,2409.0
FL007511,2024-02-12,LAX,SFO,300,B737,126.8,-1.3,2,0,2830.0
FL004118,2024-02-12,DFW,DEN,560,B738,128.3,-6.3,2,0,4633.0
FL011405,2024-02-12,SFO,SEA,680,B789,321.7,-18.0,2,0,11176.0
FL006474,2024-02-12,SEA,DEN,890,A321,133.5,1.7,2,0,7697.0
FL005624,2024-02-12,BOS,ORD,720,B738,139.7,7.2,2,0,5946.0
FL012667,2024-02-12,JFK,LAX,2145,B789,311.7,-16.0,2,0,31689.0
FL005794,2024-02-12,ATL,MIA,595,B789,307.6,-13.2,2,0,8658.0
FL006588,2024-02-12,ORD,DFW,720,B789,299.4,-26.4,2,0,10291.0
FL009641,2024-02-12,BOS,ORD,720,A320,116.2,6.3,2,0,6266.0
FL003498,2024-02-12,JFK,MIA,1090,A321,143.9,15.0,2,0,10616.0
FL009549,2024-02-12,JFK,LHR,3020,A320,113.3,-12.3,2,0,23435.0
FL002653,2024-02-12,JFK,LHR,3020,B738,126.2,17.5,2,0,26582.0
FL014044,2024-02-12,ORD,DFW,720,B789,334.1,19.2,2,0,11137.0
FL002684,2024-02-12,ORD,DFW,720,A320,118.1,0.6,2,0,5891.0
FL008793,2024-02-12,DFW,DEN,560,B789,315.5,5.8,2,0,8232.0
FL014154,2024-02-12,DFW,DEN,560,A321,138.4,28.0,2,0,5760.0
FL003784,2024-02-12,DFW,DEN,560,B738,139.8,-13.1,2,0,4673.0
FL010108,2024-02-12,SEA,DEN,890,B738,132.9,-1.6,2,0,7759.0
FL010539,2024-02-12,DFW,DEN,560,A321,130.9,-9.1,2,0,4863.0
FL004050,2024-02-12,SFO,SEA,680,B737,130.0,-16.3,2,0,5102.0
FL009632,2024-02-12,JFK,LAX,2145,B738,137.9,-20.3,2,0,18315.0
FL003642,2024-02-12,SFO,SEA,680,B789,306.1,12.1,2,0,10382.0
FL005321,2024-02-13,ATL,MIA,595,B737,130.4,1.3,2,1,4494.0
FL013543,2024-02-13,SFO,SEA,680,B789,341.1,-3.7,2,1,10576.0
FL002375,2024-02-13,JFK,MIA,1090,A321,126.2,21.1,2,1,9781.0
FL013495,2024-02-13,DFW,DEN,560,B738,130.5,-17.9,2,1,4577.0
FL007122,2024-02-13,ATL,MIA,595,A320,122.1,12.5,2,1,5161.0
FL000216,2024-02-13,LAX,SFO,300,A321,129.9,-0.7,2,1,2934.0
FL013735,2024-02-13,LAX,SFO,300,A320,131.8,20.8,2,1,2724.0
FL008051,2024-02-13,ATL,MIA,595,A320,125.1,2.7,2,1,5421.0
FL005512,2024-02-13,SFO,SEA,680,A320,119.8,-27.7,2,1,4903.0
FL004565,2024-02-13,JFK,MIA,1090,B789,334.1,-10.5,2,1,16753.0
FL014431,2024-02-13,BOS,ORD,720,A320,119.0,6.1,2,1,5764.0
FL004293,2024-02-13,LAX,SFO,300,A320,127.5,23.8,2,1,2506.0
FL000928,2024-02-13,ORD,DFW,720,A320,116.7,-3.6,2,1,6016.0
FL005738,2024-02-13,BOS,ORD,720,B789,333.9,28.7,2,1,12024.0
FL005785,2024-02-13,JFK,LAX,2145,B737,124.0,27.5,2,1,18992.0
FL013283,2024-02-13,JFK,MIA,1090,B737,112.8,-20.0,2,1,8751.0
FL007425,2024-02-14,SFO,SEA,680,B789,337.4,43.1,2,2,10556.0
FL005229,2024-02-14,JFK,LHR,3020,B737,112.0,-1.3,2,2,24475.0
FL001394,2024-02-14,ORD,DFW,720,B737,115.2,26.2,2,2,6023.0
FL014531,2024-02-14,DFW,DEN,560,A321,141.7,23.2,2,2,5333.0
FL005269,2024-02-14,ORD,DFW,720,A320,130.1,29.4,2,2,6390.0
FL008681,2024-02-14,SEA,DEN,890,B737,122.6,23.9,2,2,8106.0
FL014284,2024-02-14,BOS,ORD,720,B737,120.6,-9.5,2,2,6022.0
FL000413,2024-02-14,DFW,DEN,560,A320,123.1,12.0,2,2,4698.0
FL013830,2024-02-14,JFK,LAX,2145,B737,131.2,7.6,2,2,17802.0
FL013162,2024-02-14,SFO,SEA,680,B789,316.9,-10.0,2,2,10723.0
FL003691,2024-02-14,JFK,MIA,1090,B737,119.2,14.8,2,2,9649.0
FL008217,2024-02-14,ORD,DFW,720,A321,131.4,24.4,2,2,7408.0
FL001108,2024-02-15,DFW,DEN,560,A320,128.3,25.5,2,3,4850.0
FL010439,2024-02-15,ORD,DFW,720,B789,314.5,-12.0,2,3,10236.0
FL000835,2024-02-15,ORD,DFW,720,A320,126.1,3.0,2,3,6070.0
FL011747,2024-02-15,ATL,MIA,595,B737,128.9,-15.8,2,3,4700.0
FL009163,2024-02-15,JFK,LAX,2145,B737,112.4,24.1,2,3,18247.0
FL014756,2024-02-15,SFO,SEA,680,A321,130.0,36.8,2,3,6652.0
FL013280,2024-02-15,ATL,MIA,595,B738,133.3,22.8,2,3,5383.0
FL000659,2024-02-15,DFW,DEN,560,B789,320.3,2.4,2,3,8247.0
