flight_id,date,origin,dest,distance_nm,aircraft_type,takeoff_weight_klbs,headwind_kt,month,day_of_week,actual_trip_fuel_kg,retrofitted
W2001795,2025-02-14,SFO,SEA,680,B737,129.0,5.5,2,4,5238.0,True
W2000436,2025-02-14,ORD,DFW,720,B738,130.9,21.9,2,4,6225.0,True
W2000986,2025-02-14,ATL,MIA,595,B737,123.0,37.1,2,4,4998.0,True
W2001171,2025-02-14,DFW,DEN,560,A321,144.5,-2.0,2,4,4454.0,True
W2002301,2025-02-14,JFK,LHR,3020,B738,118.8,35.1,2,4,24698.0,True
W2002738,2025-02-14,SFO,SEA,680,B789,307.8,-5.7,2,4,9665.0,True
W2000494,2025-02-14,SFO,SEA,680,A321,132.3,32.5,2,4,6249.0,True
W2002494,2025-02-14,SFO,SEA,680,B738,129.0,-10.4,2,4,4916.0,True
W2000338,2025-02-14,DFW,DEN,560,B789,337.6,26.1,2,4,7801.0,True
W2000626,2025-02-14,ATL,MIA,595,A321,127.5,-6.4,2,4,4854.0,True
W2000883,2025-02-14,ORD,DFW,720,B789,316.8,45.8,2,4,10521.0,True
W2001890,2025-02-14,BOS,ORD,720,B738,126.4,23.4,2,4,5851.0,True
W2001280,2025-02-14,BOS,ORD,720,B789,305.8,48.0,2,4,10690.0,True
W2001292,2025-02-14,BOS,ORD,720,A320,118.5,-4.3,2,4,5851.0,True
W2002650,2025-02-14,JFK,LHR,3020,A320,121.1,26.5,2,4,25034.0,True
W2001192,2025-02-14,JFK,MIA,1090,B737,126.6,18.4,2,4,8587.0,True
W2002419,2025-02-14,BOS,ORD,720,B737,121.3,-12.6,2,4,5321.0,True
W2002587,2025-02-14,BOS,ORD,720,B737,113.5,7.5,2,4,5414.0,True
W2002971,2025-02-14,LAX,SFO,300,B737,123.8,37.4,2,4,2558.0,True
W2002708,2025-02-15,JFK,LHR,3020,B789,339.8,22.9,2,5,42131.0,True
W2000984,2025-02-15,ORD,DFW,720,B738,122.0,-21.9,2,5,5355.0,True
W2000935,2025-02-15,SFO,SEA,680,B738,118.3,12.7,2,5,5056.0,True
W2002945,2025-02-15,JFK,LHR,3020,B789,316.9,34.9,2,5,43688.0,True
W2001014,2025-02-15,ATL,MIA,595,A320,117.9,10.1,2,5,4443.0,True
W2002942,2025-02-15,LAX,SFO,300,B737,125.4,-17.1,2,5,2208.0,True
W2000920,2025-02-15,SFO,SEA,680,A320,131.5,-3.1,2,5,4954.0,True
W2002733,2025-02-15,SEA,DEN,890,A321,127.1,-1.6,2,5,7305.0,True
W2001867,2025-02-15,SEA,DEN,890,B789,334.7,0.6,2,5,13338.0,True
W2000886,2025-02-15,DFW,DEN,560,B738,123.1,-3.8,2,5,4187.0,True
W2002890,2025-02-15,ATL,MIA,595,B737,127.6,11.6,2,5,4884.0,True
W2000010,2025-02-15,SFO,SEA,680,B738,139.0,23.2,2,5,5614.0,True
W2001768,2025-02-15,DFW,DEN,560,A320,124.6,-13.7,2,5,4193.0,True
W2000802,2025-02-15,ATL,MIA,595,A321,144.7,7.9,2,5,5038.0,True
W2000365,2025-02-15,ATL,MIA,595,B738,128.7,9.4,2,5,4670.0,True
W2002021,2025-02-15,SEA,DEN,890,B738,137.3,-21.4,2,5,6309.0,True
W2002615,2025-02-15,LAX,SFO,300,A320,120.2,-14.1,2,5,2154.0,True
W2002558,2025-02-15,LAX,SFO,300,A321,142.2,-0.8,2,5,2629.0,True
W2000541,2025-02-15,LAX,SFO,300,A320,121.5,10.0,2,5,2209.0,True
W2001894,2025-02-15,SEA,DEN,890,B738,135.0,4.6,2,5,7500.0,True
W2002843,2025-02-15,SEA,DEN,890,A320,132.6,-19.0,2,5,6716.0,True
W2000644,2025-02-15,ATL,MIA,595,A320,114.1,27.7,2,5,4759.0,True
W2000573,2025-02-15,JFK,LHR,3020,A320,120.3,11.7,2,5,22578.0,True
W2000587,2025-02-15,DFW,DEN,560,A320,128.4,-26.6,2,5,3845.0,True
W2001996,2025-02-15,DFW,DEN,560,B738,127.3,17.3,2,5,4334.0,True
W2002429,2025-02-15,ORD,DFW,720,B737,124.8,31.8,2,5,6145.0,True
W2000878,2025-02-15,LAX,SFO,300,B737,121.4,15.9,2,5,2295.0,True
W2001462,2025-02-15,SEA,DEN,890,A320,119.3,-11.2,2,5,6865.0,True
W2000387,2025-02-15,DFW,DEN,560,B737,118.7,12.6,2,5,4519.0,True
W2001747,2025-02-15,LAX,SFO,300,A320,117.8,8.1,2,5,2406.0,True
W2002677,2025-02-16,SEA,DEN,890,B789,329.9,16.1,2,6,12703.0,True
W2000653,2025-02-16,LAX,SFO,300,B738,120.9,22.2,2,6,2302.0,True
W2000162,2025-02-16,DFW,DEN,560,A321,140.9,-1.3,2,6,4625.0,True
W2002719,2025-02-16,JFK,LHR,3020,B738,139.8,42.4,2,6,25807.0,True
W2000244,2025-02-16,SFO,SEA,680,A320,132.4,4.8,2,6,5123.0,True
W2002536,2025-02-16,SEA,DEN,890,A321,139.7,18.9,2,6,7675.0,True
W2001558,2025-02-16,LAX,SFO,300,B738,119.8,26.4,2,6,2652.0,True
W2000423,2025-02-16,DFW,DEN,560,B789,324.3,-1.4,2,6,7781.0,True
W2002724,2025-02-16,SEA,DEN,890,B789,334.9,0.7,2,6,12769.0,True
W2000695,2025-02-16,DFW,DEN,560,B737,112.8,36.7,2,6,4665.0,True
W2001431,2025-02-16,JFK,LAX,2145,B789,327.9,33.9,2,6,30465.0,True
W2001151,2025-02-16,JFK,LAX,2145,A321,127.2,13.6,2,6,18154.0,True
W2000229,2025-02-16,JFK,MIA,1090,A320,114.2,8.2,2,6,8079.0,True
W2002894,2025-02-16,JFK,LHR,3020,B789,308.9,23.9,2,6,42067.0,True
W2002835,2025-02-16,DFW,DEN,560,B789,325.1,14.6,2,6,7975.0,True
W2001261,2025-02-16,JFK,LAX,2145,A320,115.3,13.1,2,6,16801.0,True
W2000040,2025-02-16,SEA,DEN,890,A320,117.9,-18.4,2,6,6413.0,True
W2002744,2025-02-16,LAX,SFO,300,A321,124.6,14.3,2,6,2713.0,True
W2002489,2025-02-16,JFK,LHR,3020,B737,127.9,20.0,2,6,23995.0,True
W2002364,2025-02-16,LAX,SFO,300,B737,128.6,34.8,2,6,2768.0,True
W2000506,2025-02-16,JFK,LAX,2145,B789,327.9,8.1,2,6,30876.0,True
W2001137,2025-02-16,ATL,MIA,595,B738,126.7,-3.5,2,6,4479.0,True
W2000801,2025-02-16,SFO,SEA,680,B737,129.0,-31.3,2,6,5002.0,True
W2002984,2025-02-16,BOS,ORD,720,B737,125.9,37.9,2,6,5802.0,True
W2001965,2025-02-16,BOS,ORD,720,B789,303.7,2.6,2,6,9401.0,True
W2001892,2025-02-16,JFK,LHR,3020,A321,139.9,31.8,2,6,26458.0,True
W2000537,2025-02-16,ATL,MIA,595,A320,132.4,-20.6,2,6,4176.0,True
W2000623,2025-02-16,SEA,DEN,890,B738,119.2,19.2,2,6,7343.0,True
W2002205,2025-02-16,ORD,DFW,720,B738,122.8,9.1,2,6,5865.0,True
W2001514,2025-02-16,BOS,ORD,720,B789,341.3,18.6,2,6,10724.0,True
W2001226,2025-02-16,JFK,MIA,1090,B789,330.8,12.2,2,6,15813.0,True
W2002842,2025-02-16,ATL,MIA,595,B737,112.2,24.2,2,6,5032.0,True
W2001908,2025-02-16,LAX,SFO,300,B737,131.6,-2.6,2,6,2515.0,True
W2000078,2025-02-16,DFW,DEN,560,A321,131.0,-24.9,2,6,4231.0,True
W2001186,2025-02-16,ATL,MIA,595,B737,113.9,-13.9,2,6,4147.0,True
W2002326,2025-02-16,SFO,SEA,680,A320,124.9,33.8,2,6,5696.0,True
W2002737,2025-02-17,SEA,DEN,890,B789,306.8,18.4,2,0,11952.0,True
W2001433,2025-02-17,DFW,DEN,560,A320,132.3,3.9,2,0,4463.0,True
W2001435,2025-02-17,JFK,LHR,3020,A321,133.6,22.6,2,0,24197.0,True
W2000892,2025-02-17,ORD,DFW,720,A320,123.4,-5.7,2,0,5611.0,True
W2001048,2025-02-17,JFK,LHR,3020,B789,307.8,36.9,2,0,44492.0,True
W2002547,2025-02-17,JFK,MIA,1090,B738,137.1,29.1,2,0,9175.0,True
W2000117,2025-02-17,ORD,DFW,720,A320,130.4,4.6,2,0,5648.0,True
W2001455,2025-02-17,SEA,DEN,890,B737,113.4,-14.5,2,0,6744.0,True
W2000339,2025-02-17,LAX,SFO,300,B737,113.3,-7.8,2,0,2371.0,True
W2002634,2025-02-17,JFK,LHR,3020,B738,137.6,14.1,2,0,23450.0,True
W2001215,2025-02-17,JFK,LAX,2145,B737,116.2,51.2,2,0,18690.0,True
W2002339,2025-02-17,SEA,DEN,890,A321,140.6,-2.5,2,0,7114.0,True
W2000734,2025-02-17,BOS,ORD,720,A321,127.1,-26.3,2,0,5572.0,True
W2000857,2025-02-17,BOS,ORD,720,B737,127.7,-17.3,2,0,5432.0,True
W2002797,2025-02-17,LAX,SFO,300,B738,119.1,25.3,2,0,2413.0,True
W2002371,2025-02-17,ORD,DFW,720,B789,328.9,32.2,2,0,10645.0,True
W2001614,2025-02-17,SEA,DEN,890,B738,134.3,37.9,2,0,8247.0,True
W2002543,2025-02-17,JFK,LAX,2145,A320,115.3,1.8,2,0,15964.0,True
W2001743,2025-02-17,JFK,LAX,2145,B738,120.4,7.0,2,0,18110.0,True
W2000566,2025-02-17,JFK,MIA,1090,B789,306.3,11.6,2,0,13858.0,True
W2002318,2025-02-17,JFK,LHR,3020,B789,331.2,21.1,2,0,42372.0,True
W2002938,2025-02-17,SFO,SEA,680,A320,118.0,-11.0,2,0,4739.0,True
W2000220,2025-02-17,JFK,LHR,3020,B789,299.8,24.7,2,0,45766.0,True
W2002127,2025-02-17,LAX,SFO,300,B737,117.1,8.4,2,0,2308.0,True
W2000996,2025-02-17,DFW,DEN,560,B738,136.6,30.6,2,0,4685.0,True
W2002641,2025-02-17,JFK,LHR,3020,B789,318.1,41.8,2,0,44817.0,True
W2000660,2025-02-17,ATL,MIA,595,A321,143.0,5.8,2,0,4976.0,True
W2000027,2025-02-17,ATL,MIA,595,A321,129.7,20.4,2,0,5201.0,True
W2000667,2025-02-17,SEA,DEN,890,B789,317.5,49.7,2,0,12064.0,True
W2000024,2025-02-17,JFK,LAX,2145,B738,136.0,-36.9,2,0,14657.0,True
W2001412,2025-02-17,SFO,SEA,680,A320,127.2,20.0,2,0,5310.0,True
W2001309,2025-02-17,JFK,MIA,1090,B789,331.3,13.4,2,0,15558.0,True
W2001182,2025-02-17,LAX,SFO,300,A321,134.9,19.5,2,0,2704.0,True
W2001794,2025-02-17,JFK,MIA,1090,B789,304.8,7.8,2,0,15504.0,True
W2002241,2025-02-17,SFO,SEA,680,B789,328.6,27.9,2,0,10469.0,True
W2002259,2025-02-17,LAX,SFO,300,B789,301.3,33.9,2,0,4521.0,True
W2000815,2025-02-17,SFO,SEA,680,A321,133.3,4.8,2,0,5614.0,True
W2001025,2025-02-17,ORD,DFW,720,B738,123.0,-15.8,2,0,5566.0,True
W2002851,2025-02-17,JFK,LAX,2145,B737,132.4,-25.0,2,0,15188.0,True
W2001221,2025-02-17,ORD,DFW,720,B738,135.3,-31.9,2,0,5387.0,True
W2000630,2025-02-17,LAX,SFO,300,A321,141.0,6.7,2,0,2560.0,True
W2000680,2025-02-17,BOS,ORD,720,A320,118.0,12.2,2,0,5795.0,True
W2002718,2025-02-17,SEA,DEN,890,A321,143.8,27.0,2,0,7650.0,True
W2001561,2025-02-17,JFK,LHR,3020,B789,325.8,12.5,2,0,45626.0,True
W2002465,2025-02-18,LAX,SFO,300,B738,137.6,0.1,2,1,2385.0,True
W2001322,2025-02-18,JFK,LHR,3020,B738,126.8,20.0,2,1,23291.0,True
W2001289,2025-02-18,DFW,DEN,560,B789,326.1,23.4,2,1,8306.0,True
W2001430,2025-02-18,LAX,SFO,300,B738,125.5,-4.3,2,1,2361.0,True
W2002039,2025-02-18,ORD,DFW,720,B789,322.6,7.8,2,1,10391.0,True
W2000730,2025-02-18,ATL,MIA,595,A321,140.9,20.1,2,1,5148.0,True
W2001669,2025-02-18,JFK,LAX,2145,A320,131.0,25.0,2,1,17372.0,True
W2001643,2025-02-18,BOS,ORD,720,A321,122.1,23.6,2,1,6472.0,True
W2000598,2025-02-18,ATL,MIA,595,B737,123.4,21.6,2,1,4674.0,True
W2002060,2025-02-18,BOS,ORD,720,B737,124.2,18.5,2,1,5741.0,True
W2000553,2025-02-18,ORD,DFW,720,A321,140.8,10.7,2,1,5485.0,True
W2000607,2025-02-18,JFK,LAX,2145,A321,137.9,0.9,2,1,17258.0,True
W2001598,2025-02-18,JFK,MIA,1090,A320,118.1,-4.9,2,1,8456.0,True
W2001615,2025-02-18,SFO,SEA,680,A320,117.7,3.1,2,1,5200.0,True
W2001141,2025-02-18,ORD,DFW,720,B737,123.5,22.8,2,1,5736.0,True
W2001359,2025-02-18,JFK,MIA,1090,B737,126.8,0.6,2,1,8005.0,True
W2000468,2025-02-18,BOS,ORD,720,A321,131.8,6.9,2,1,6126.0,True
W2001129,2025-02-18,JFK,LAX,2145,B737,123.2,8.9,2,1,16760.0,True
W2002250,2025-02-18,BOS,ORD,720,B738,126.9,-6.1,2,1,5669.0,True
W2000376,2025-02-18,SEA,DEN,890,A321,144.2,-24.3,2,1,7130.0,True
W2002134,2025-02-18,LAX,SFO,300,B789,328.1,-1.7,2,1,4333.0,True
W2002631,2025-02-18,ORD,DFW,720,B789,323.5,22.4,2,1,10457.0,True
W2002497,2025-02-18,JFK,LAX,2145,A321,135.2,21.9,2,1,18505.0,True
W2002707,2025-02-18,SEA,DEN,890,B789,327.8,-29.7,2,1,11888.0,True
W2000075,2025-02-18,SEA,DEN,890,B738,125.6,-18.1,2,1,6426.0,True
W2002743,2025-02-18,JFK,LHR,3020,B789,316.6,32.0,2,1,41606.0,True
W2001722,2025-02-18,SFO,SEA,680,B737,116.5,1.7,2,1,5366.0,True
W2001464,2025-02-18,LAX,SFO,300,A320,122.6,-19.2,2,1,2222.0,True
W2001063,2025-02-18,DFW,DEN,560,A320,115.2,-15.0,2,1,3848.0,True
W2001501,2025-02-18,LAX,SFO,300,B789,304.6,-14.2,2,1,4260.0,True
W2002268,2025-02-18,LAX,SFO,300,B737,112.5,-19.8,2,1,2190.0,True
W2002188,2025-02-18,SEA,DEN,890,B738,135.4,-12.4,2,1,7086.0,True
W2000163,2025-02-18,ATL,MIA,595,A320,118.6,11.0,2,1,4384.0,True
W2001067,2025-02-18,JFK,LHR,3020,B789,322.1,34.1,2,1,44677.0,True
W2002993,2025-02-19,JFK,LHR,3020,A321,141.2,36.7,2,2,27988.0,True
W2000434,2025-02-19,ATL,MIA,595,B738,131.4,17.5,2,2,5109.0,True
W2001648,2025-02-19,SFO,SEA,680,B738,118.2,34.8,2,2,5720.0,True
W2001785,2025-02-19,LAX,SFO,300,A321,131.9,-9.9,2,2,2360.0,True
W2001693,2025-02-19,JFK,LHR,3020,B738,122.3,20.2,2,2,24156.0,True
W2002950,2025-02-19,DFW,DEN,560,B789,299.2,5.5,2,2,8148.0,True
W2001301,2025-02-19,DFW,DEN,560,A321,132.9,-1.3,2,2,4743.0,True
W2002633,2025-02-19,DFW,DEN,560,B737,118.5,12.9,2,2,4613.0,True
W2002821,2025-02-19,LAX,SFO,300,A320,132.8,16.2,2,2,2432.0,True
W2001654,2025-02-19,BOS,ORD,720,A321,129.7,-4.6,2,2,5566.0,True
W2001054,2025-02-19,DFW,DEN,560,A321,134.0,15.0,2,2,4741.0,True
W2001544,2025-02-19,LAX,SFO,300,A321,141.9,-0.1,2,2,2529.0,True
W2002122,2025-02-19,LAX,SFO,300,B737,118.0,40.9,2,2,2512.0,True
W2002384,2025-02-19,ORD,DFW,720,A321,138.3,20.2,2,2,6300.0,True
W2000975,2025-02-19,ATL,MIA,595,B738,138.7,4.9,2,2,4743.0,True
W2000456,2025-02-19,ORD,DFW,720,B789,315.2,-5.7,2,2,10260.0,True
W2000969,2025-02-19,JFK,MIA,1090,B737,132.9,40.2,2,2,9854.0,True
W2001120,2025-02-19,SFO,SEA,680,B737,116.1,16.7,2,2,5460.0,True
W2002256,2025-02-19,ORD,DFW,720,A321,139.1,27.8,2,2,6464.0,True
W2000931,2025-02-19,JFK,MIA,1090,A321,138.4,-12.5,2,2,7966.0,True
W2002624,2025-02-19,ORD,DFW,720,A320,127.6,9.2,2,2,5971.0,True
W2002961,2025-02-19,SFO,SEA,680,A320,121.5,21.0,2,2,5400.0,True
W2000252,2025-02-19,ATL,MIA,595,A320,124.2,12.7,2,2,4467.0,True
W2002893,2025-02-19,ORD,DFW,720,B737,123.4,16.2,2,2,5784.0,True
W2000847,2025-02-19,JFK,LAX,2145,B737,123.9,23.4,2,2,15731.0,True
W2001471,2025-02-19,ORD,DFW,720,B737,118.2,25.2,2,2,5878.0,True
W2001559,2025-02-19,SEA,DEN,890,A320,126.5,10.5,2,2,6611.0,True
W2000863,2025-02-19,SFO,SEA,680,A321,141.6,0.9,2,2,5725.0,True
W2002741,2025-02-19,SEA,DEN,890,B789,341.6,1.6,2,2,12007.0,True
W2001621,2025-02-19,DFW,DEN,560,B789,309.1,3.9,2,2,7758.0,True
W2000515,2025-02-19,DFW,DEN,560,B789,338.5,14.5,2,2,8444.0,True
W2000513,2025-02-19,SFO,SEA,680,A320,128.9,-27.1,2,2,4484.0,True
W2002227,2025-02-19,BOS,ORD,720,B738,131.8,19.6,2,2,5869.0,True
W2000119,2025-02-19,DFW,DEN,560,B737,119.5,26.4,2,2,4645.0,True
W2001494,2025-02-19,JFK,MIA,1090,A321,130.8,26.6,2,2,9877.0,True
W2000015,2025-02-19,ORD,DFW,720,A320,121.1,44.7,2,2,6521.0,True
W2002302,2025-02-19,ATL,MIA,595,B738,124.4,-4.9,2,2,4610.0,True
W2000902,2025-02-19,SEA,DEN,890,A321,126.7,-9.0,2,2,6702.0,True
W2001773,2025-02-20,JFK,MIA,1090,B789,312.2,14.5,2,3,14751.0,True
W2002584,2025-02-20,SEA,DEN,890,B738,140.3,-22.4,2,3,6826.0,True
W2000823,2025-02-20,JFK,LHR,3020,B738,131.5,32.5,2,3,26257.0,True
W2002153,2025-02-20,SEA,DEN,890,B737,127.4,23.5,2,3,7133.0,True
W2002019,2025-02-20,ORD,DFW,720,A321,132.7,-12.1,2,3,5670.0,True
W2002598,2025-02-20,JFK,MIA,1090,A321,122.3,25.4,2,3,9415.0,True
W2001796,2025-02-20,LAX,SFO,300,A320,119.6,24.1,2,3,2318.0,True
W2000467,2025-02-20,BOS,ORD,720,A320,113.3,5.8,2,3,5825.0,True
W2000498,2025-02-20,SFO,SEA,680,A320,119.4,32.7,2,3,5912.0,True
W2000316,2025-02-20,ORD,DFW,720,A321,144.1,13.1,2,3,6342.0,True
W2000309,2025-02-20,JFK,LHR,3020,B737,122.6,20.8,2,3,24866.0,True
W2001049,2025-02-20,JFK,LAX,2145,B738,129.1,15.3,2,3,17543.0,True
W2001577,2025-02-20,SFO,SEA,680,A320,118.4,12.9,2,3,5160.0,True
W2000271,2025-02-20,SFO,SEA,680,B789,304.9,-0.9,2,3,8979.0,True
W2001320,2025-02-20,JFK,LHR,3020,A321,127.2,29.0,2,3,26011.0,True
W2002850,2025-02-20,LAX,SFO,300,B738,136.7,-23.3,2,3,2362.0,True
W2000130,2025-02-20,JFK,LAX,2145,A321,132.8,30.8,2,3,19165.0,True
W2002819,2025-02-20,ATL,MIA,595,A320,120.8,32.9,2,3,4915.0,True
W2001185,2025-02-20,JFK,LHR,3020,B789,304.6,33.9,2,3,42718.0,True
W2002526,2025-02-20,JFK,LHR,3020,B789,341.3,18.9,2,3,41345.0,True
W2002867,2025-02-20,ATL,MIA,595,B737,120.7,9.6,2,3,4393.0,True
W2001673,2025-02-20,JFK,LAX,2145,A321,140.8,2.3,2,3,18001.0,True
W2001404,2025-02-21,SEA,DEN,890,B737,119.0,15.8,2,4,7522.0,True
W2000446,2025-02-21,JFK,LHR,3020,B737,130.6,20.4,2,4,23523.0,True
W2002996,2025-02-21,ATL,MIA,595,B738,140.5,22.9,2,4,5078.0,True
W2000001,2025-02-21,BOS,ORD,720,A321,128.6,-2.7,2,4,5626.0,True
W2002451,2025-02-21,JFK,MIA,1090,B738,131.4,14.3,2,4,8631.0,True
W2000340,2025-02-21,BOS,ORD,720,A321,128.0,28.1,2,4,6479.0,True
W2001499,2025-02-21,JFK,LHR,3020,B738,123.6,35.9,2,4,24415.0,True
W2002937,2025-02-21,SEA,DEN,890,B789,324.2,-12.2,2,4,11718.0,True
W2001541,2025-02-21,JFK,LAX,2145,A321,126.5,-1.9,2,4,17452.0,True
W2002832,2025-02-21,ATL,MIA,595,B737,118.2,8.3,2,4,4847.0,True
W2001262,2025-02-21,DFW,DEN,560,A320,114.9,-5.7,2,4,4112.0,True
W2000855,2025-02-21,ATL,MIA,595,B789,333.4,6.0,2,4,7938.0,True
W2000243,2025-02-21,SFO,SEA,680,B789,313.4,-1.7,2,4,9343.0,True
W2001016,2025-02-21,SFO,SEA,680,A321,139.1,-4.4,2,4,5591.0,True
W2002298,2025-02-21,JFK,MIA,1090,B738,123.8,65.0,2,4,10078.0,True
W2001222,2025-02-21,ATL,MIA,595,B789,335.9,-20.8,2,4,7859.0,True
W2001509,2025-02-21,JFK,MIA,1090,B789,303.7,17.6,2,4,16000.0,True
W2000168,2025-02-21,ORD,DFW,720,A320,125.9,22.0,2,4,6058.0,True
W2000943,2025-02-21,LAX,SFO,300,B789,301.4,40.7,2,4,4414.0,True
W2000714,2025-02-21,SEA,DEN,890,A320,127.9,6.6,2,4,6968.0,True
W2002169,2025-02-21,LAX,SFO,300,B738,119.1,4.7,2,4,2303.0,True
W2000970,2025-02-21,SEA,DEN,890,B738,136.0,-8.4,2,4,7294.0,True
W2001467,2025-02-21,JFK,MIA,1090,B789,341.2,4.1,2,4,16136.0,True
W2002653,2025-02-21,SEA,DEN,890,A320,126.0,10.5,2,4,7042.0,True
W2001923,2025-02-21,JFK,LHR,3020,A320,131.1,36.8,2,4,24692.0,True
W2002611,2025-02-21,LAX,SFO,300,A321,131.0,54.5,2,4,2756.0,True
W2002166,2025-02-21,LAX,SFO,300,B789,337.2,29.2,2,4,4433.0,True
W2000088,2025-02-21,ORD,DFW,720,B737,118.2,-26.4,2,4,5049.0,True
W2002820,2025-02-21,ORD,DFW,720,B737,128.7,21.7,2,4,5771.0,True
W2000021,2025-02-21,BOS,ORD,720,B789,305.0,7.7,2,4,9774.0,True
W2000612,2025-02-21,SEA,DEN,890,B789,322.2,-24.2,2,4,12068.0,True
W2001324,2025-02-21,SEA,DEN,890,B737,117.4,14.0,2,4,6967.0,True
W2000205,2025-02-22,SEA,DEN,890,B738,121.4,1.4,2,5,7339.0,True
W2002330,2025-02-22,BOS,ORD,720,A321,129.2,16.1,2,5,5780.0,True
W2001010,2025-02-22,LAX,SFO,300,B738,128.0,43.8,2,5,2601.0,True
W2000138,2025-02-22,SFO,SEA,680,A321,125.9,48.2,2,5,6434.0,True
W2002201,2025-02-22,JFK,MIA,1090,A321,143.6,8.6,2,5,9374.0,True
W2000451,2025-02-22,JFK,LAX,2145,A320,127.5,29.9,2,5,16764.0,True
W2002529,2025-02-22,LAX,SFO,300,A321,143.2,22.1,2,5,2703.0,True
W2002130,2025-02-22,JFK,LHR,3020,B789,299.2,22.1,2,5,41849.0,True
W2001947,2025-02-22,JFK,LAX,2145,B789,328.7,-13.8,2,5,29389.0,True
W2001100,2025-02-22,ORD,DFW,720,B737,127.2,9.4,2,5,6020.0,True
W2002117,2025-02-22,JFK,MIA,1090,B737,131.2,-4.2,2,5,8530.0,True
W2002672,2025-02-22,SFO,SEA,680,B737,112.8,7.2,2,5,5005.0,True
W2000198,2025-02-22,ATL,MIA,595,B737,119.5,13.5,2,5,4690.0,True
W2000164,2025-02-22,BOS,ORD,720,A320,130.5,-9.0,2,5,5135.0,True
W2002081,2025-02-22,ATL,MIA,595,A320,124.1,-2.7,2,5,4566.0,True
W2002717,2025-02-22,LAX,SFO,300,B738,132.4,-24.9,2,5,2257.0,True
W2001682,2025-02-22,JFK,LHR,3020,B789,329.6,51.8,2,5,38515.0,True
W2000317,2025-02-22,ATL,MIA,595,A320,115.0,-23.9,2,5,4235.0,True
W2002906,2025-02-22,ORD,DFW,720,A321,137.1,-10.0,2,5,5463.0,True
W2001426,2025-02-22,JFK,MIA,1090,B737,129.0,14.8,2,5,9333.0,True
W2001638,2025-02-22,JFK,LHR,3020,A321,136.9,25.0,2,5,27217.0,True
W2001636,2025-02-22,SEA,DEN,890,B738,132.0,-8.9,2,5,7092.0,True
W2000036,2025-02-22,ATL,MIA,595,B737,128.2,-21.5,2,5,4228.0,True
W2002047,2025-02-22,JFK,LAX,2145,A320,128.4,37.7,2,5,17501.0,True
W2001449,2025-02-22,SEA,DEN,890,A321,128.1,6.8,2,5,7279.0,True
W2001622,2025-02-22,ATL,MIA,595,B789,340.5,-15.4,2,5,7620.0,True
W2001713,2025-02-22,ATL,MIA,595,B789,306.0,24.5,2,5,8255.0,True
W2001711,2025-02-22,LAX,SFO,300,A320,123.1,-7.4,2,5,2219.0,True
W2002592,2025-02-22,ATL,MIA,595,A320,127.4,-6.3,2,5,4405.0,True
W2000255,2025-02-22,BOS,ORD,720,B738,132.9,15.2,2,5,5651.0,True
W2002462,2025-02-22,ATL,MIA,595,B789,328.6,-3.7,2,5,8878.0,True
W2000254,2025-02-22,SFO,SEA,680,B789,330.5,-19.7,2,5,9176.0,True
W2001856,2025-02-22,SEA,DEN,890,B738,124.8,18.2,2,5,7762.0,True
W2002491,2025-02-22,SEA,DEN,890,A320,116.5,-15.6,2,5,5887.0,True
W2002589,2025-02-22,BOS,ORD,720,A321,133.9,1.0,2,5,6208.0,True
W2001562,2025-02-22,DFW,DEN,560,B737,121.0,0.4,2,5,4174.0,True
W2001940,2025-02-23,LAX,SFO,300,A320,123.6,2.8,2,6,2378.0,True
W2002307,2025-02-23,ORD,DFW,720,A320,119.2,15.5,2,6,5917.0,True
W2002387,2025-02-23,JFK,MIA,1090,A321,138.4,8.2,2,6,9098.0,True
W2001900,2025-02-23,JFK,MIA,1090,B738,140.0,-7.9,2,6,8488.0,True
W2001847,2025-02-23,JFK,LAX,2145,B789,326.9,24.0,2,6,29616.0,True
W2002157,2025-02-23,JFK,LAX,2145,A321,144.1,15.5,2,6,17605.0,True
W2002179,2025-02-23,ORD,DFW,720,A321,138.0,3.4,2,6,5989.0,True
W2002407,2025-02-23,BOS,ORD,720,B789,308.8,-16.4,2,6,9984.0,True
W2001135,2025-02-23,DFW,DEN,560,B738,125.1,36.8,2,6,4839.0,True
W2001608,2025-02-23,SEA,DEN,890,A321,129.6,16.0,2,6,7413.0,True
W2001342,2025-02-23,DFW,DEN,560,B737,115.4,13.4,2,6,4653.0,True
W2001019,2025-02-23,ATL,MIA,595,B737,127.1,23.5,2,6,5052.0,True
W2001033,2025-02-23,LAX,SFO,300,B737,121.9,-17.2,2,6,2162.0,True
W2000740,2025-02-23,ORD,DFW,720,B738,133.7,4.3,2,6,5520.0,True
W2000720,2025-02-23,BOS,ORD,720,B737,118.2,17.2,2,6,5849.0,True
W2001102,2025-02-23,ATL,MIA,595,A320,121.5,14.2,2,6,4785.0,True
W2000179,2025-02-23,JFK,LHR,3020,B737,124.8,42.4,2,6,25709.0,True
W2000401,2025-02-23,SFO,SEA,680,B738,139.0,2.2,2,6,5485.0,True
W2001596,2025-02-23,ATL,MIA,595,B789,304.6,-1.0,2,6,7505.0,True
W2001590,2025-02-23,DFW,DEN,560,A320,117.3,11.4,2,6,4611.0,True
W2002806,2025-02-23,BOS,ORD,720,A321,134.0,20.6,2,6,6099.0,True
